"quadkey","ADM0_PC","ADM0_ES","ADM1_PC","ADM1_ES","ADM2_PC","ADM2_ES","connection","trimester","avg_d_kbps","avg_u_kbps","avg_lat_ms","tests","devices"
"Q0322032133322031",1,"1",28,"4",1054,"715","1","1",2469,2303,143,107,9
"Q0322032133322031",1,"1",28,"4",1054,"715","1","2",1451,1595,113,87,6
"Q0322032133322033",1,"1",28,"4",1054,"715","1","1",445,2335,524,2,2
"Q0322032133322033",1,"1",28,"4",1054,"715","1","2",2155,2863,17,6,1
"Q0322032133322101",1,"1",28,"4",1054,"715","1","1",2972,6692,59,10,5
"Q0322032133322101",1,"1",28,"4",1054,"715","1","2",1080,1806,141,8,4
"Q0322032133322102",1,"1",28,"4",1054,"715","1","1",2481,968,229,82,9
"Q0322032133322102",1,"1",28,"4",1054,"715","1","2",706,906,275,15,4
"Q0322032133322103",1,"1",28,"4",1054,"715","1","1",1900,1582,240,183,35
"Q0322032133322103",1,"1",28,"4",1054,"715","1","2",2633,2048,105,361,37
"Q0322032133322110",1,"1",28,"4",1054,"715","1","1",4973,7940,456,20,5
"Q0322032133322110",1,"1",28,"4",1054,"715","1","2",4292,9581,76,13,6
"Q0322032133322112",1,"1",28,"4",1054,"715","1","1",2748,3261,114,246,27
"Q0322032133322112",1,"1",28,"4",1054,"715","1","2",4186,5355,72,334,20
"Q0322032133322113",1,"1",28,"4",1054,"715","1","1",10267,7152,94,6,5
"Q0322032133322120",1,"1",28,"4",1054,"715","1","1",6499,3381,106,17,8
"Q0322032133322120",1,"1",28,"4",1054,"715","1","2",1787,1686,84,29,5
"Q0322032133322121",1,"1",28,"4",1054,"715","1","1",4918,3328,62,18,9
"Q0322032133322121",1,"1",28,"4",1054,"715","1","2",1926,2144,124,108,14
"Q0322032133322122",1,"1",28,"4",1054,"715","1","1",1512,4037,194,17,7
"Q0322032133322122",1,"1",28,"4",1054,"715","1","2",810,1290,295,42,7
"Q0322032133322123",1,"1",28,"4",1054,"715","1","1",3062,1575,157,67,15
"Q0322032133322123",1,"1",28,"4",1054,"715","1","2",2389,3240,148,115,18
"Q0322032133322130",1,"1",28,"4",1054,"715","1","1",2530,2552,103,57,21
"Q0322032133322130",1,"1",28,"4",1054,"715","1","2",3541,6901,136,106,16
"Q0322032133322131",1,"1",28,"4",1054,"715","1","1",1952,2777,141,175,49
"Q0322032133322131",1,"1",28,"4",1054,"715","1","2",2436,3168,107,156,24
"Q0322032133322132",1,"1",28,"4",1054,"715","1","1",4331,4173,121,100,18
"Q0322032133322132",1,"1",28,"4",1054,"715","1","2",8093,8089,73,98,14
"Q0322032133322133",1,"1",28,"4",1054,"715","1","1",2727,4602,95,49,30
"Q0322032133322133",1,"1",28,"4",1054,"715","1","2",4318,9916,125,33,10
"Q0322032133322211",1,"1",28,"4",1054,"715","1","1",3838,1184,32,12,6
"Q0322032133322211",1,"1",28,"4",1054,"715","1","2",1746,1881,122,13,3
"Q0322032133322212",1,"1",28,"4",1054,"715","1","1",1147,2923,105,2,2
"Q0322032133322212",1,"1",28,"4",1054,"715","1","2",7300,3455,65,4,1
"Q0322032133322213",1,"1",28,"4",1054,"715","1","2",1345,1191,4,1,1
"Q0322032133322221",1,"1",28,"4",1054,"715","1","1",3069,2865,111,10,2
"Q0322032133322221",1,"1",28,"4",1054,"715","1","2",2058,2837,316,1,1
"Q0322032133322223",1,"1",28,"4",1054,"715","1","1",976,1176,420,9,1
"Q0322032133322223",1,"1",28,"4",1054,"715","1","2",2292,2702,147,7,1
"Q0322032133322230",1,"1",28,"4",1054,"715","1","1",10178,5740,67,3,3
"Q0322032133322231",1,"1",28,"4",1054,"715","1","1",367,228,474,3,1
"Q0322032133322231",1,"1",28,"4",1054,"715","1","2",1839,1471,83,26,4
"Q0322032133322232",1,"1",28,"4",1054,"715","1","2",812,755,37,1,1
"Q0322032133322233",1,"1",28,"4",1054,"715","1","1",3833,1624,34,14,9
"Q0322032133322233",1,"1",28,"4",1054,"715","1","2",1570,2158,64,11,6
"Q0322032133322300",1,"1",28,"4",1054,"715","1","1",674,530,508,5,4
"Q0322032133322300",1,"1",28,"4",1054,"715","1","2",4230,2136,7,9,2
"Q0322032133322301",1,"1",28,"4",1054,"715","1","1",2739,1635,91,97,23
"Q0322032133322301",1,"1",28,"4",1054,"715","1","2",3311,5932,112,36,18
"Q0322032133322302",1,"1",28,"4",1054,"715","1","1",426,1259,190,61,5
"Q0322032133322302",1,"1",28,"4",1054,"715","1","2",3825,3629,287,251,6
"Q0322032133322303",1,"1",28,"4",1054,"715","1","1",4101,1600,35,32,9
"Q0322032133322303",1,"1",28,"4",1054,"715","1","2",6812,5005,47,9,2
"Q0322032133322310",1,"1",28,"4",1054,"715","1","1",1071,1270,64,2,2
"Q0322032133322310",1,"1",28,"4",1054,"715","1","2",1347,1214,105,13,5
"Q0322032133322320",1,"1",28,"4",1054,"715","1","1",512,891,139,1,1
"Q0322032133322321",1,"1",28,"4",1054,"715","1","1",588,846,564,7,3
"Q0322032133322321",1,"1",28,"4",1054,"715","1","2",2947,2296,35,10,3
"Q0322032133322323",1,"1",28,"4",1054,"715","1","2",3817,1374,7,1,1
"Q0322032133322332",1,"1",28,"4",1054,"715","1","1",2239,8505,136,16,1
"Q0322032133322332",1,"1",28,"4",1054,"715","1","2",5658,6628,5,3,1
"Q0322032133323020",1,"1",28,"4",1054,"715","1","1",2147,3771,219,191,66
"Q0322032133323020",1,"1",28,"4",1054,"715","1","2",2658,2947,87,129,22
"Q0322032133323021",1,"1",28,"4",1054,"715","1","1",458,732,184,5,5
"Q0322032133323021",1,"1",28,"4",1054,"715","1","2",4746,1566,4,3,1
"Q0322032133323022",1,"1",28,"4",1054,"715","1","1",1860,1257,137,30,19
"Q0322032133323022",1,"1",28,"4",1054,"715","1","2",3868,2715,63,13,4
"Q0322032133323023",1,"1",28,"4",1054,"715","1","1",745,650,69,6,5
"Q0322032133323023",1,"1",28,"4",1054,"715","1","2",3061,1558,5,2,1
"Q0322032311100001",1,"1",28,"4",1054,"715","1","1",3399,6410,68,1,1
"Q0322032311100003",1,"1",28,"4",1054,"715","1","1",11822,10065,42,8,1
"Q0322032311100003",1,"1",28,"4",1054,"715","1","2",6400,4098,97,2,2
"Q0322032311100011",1,"1",28,"4",1054,"715","1","1",102,291,1021,4,1
"Q0322032311100011",1,"1",28,"4",1054,"715","1","2",4255,4857,109,8,3
"Q0322032311100012",1,"1",28,"4",1054,"715","1","1",8858,6231,42,4,2
"Q0322032311100013",1,"1",28,"4",1054,"715","1","2",231,808,179,1,1
"Q0322032311100021",1,"1",28,"4",1054,"715","1","1",20076,15072,33,2,1
"Q0322032311100023",1,"1",28,"4",1054,"715","1","1",3817,6049,21,4,2
"Q0322032311100023",1,"1",28,"4",1054,"715","1","2",2724,1817,73,6,2
"Q0322032311100032",1,"1",28,"4",1054,"715","1","1",5323,5386,7,1,1
"Q0322032311100112",1,"1",28,"4",1054,"715","1","1",445,605,113,1,1
"Q0322032311100120",1,"1",28,"4",1054,"715","1","1",597,5105,189,10,1
"Q0322032311100120",1,"1",28,"4",1054,"715","1","2",460,1517,147,12,1
"Q0322032311100121",1,"1",28,"4",1054,"715","1","1",2828,3433,206,4,4
"Q0322032311100121",1,"1",28,"4",1054,"715","1","2",124,191,563,7,1
"Q0322032311100122",1,"1",28,"4",1054,"715","1","1",5210,1092,4,1,1
"Q0322032311100123",1,"1",28,"4",1054,"715","1","1",3573,1668,19,2,2
"Q0322032311100201",1,"1",28,"4",1054,"715","1","1",949,1653,48,1,1
"Q0322032311100201",1,"1",28,"4",1054,"715","1","2",894,3735,117,3,1
"Q0322032311100203",1,"1",28,"4",1054,"715","1","1",4515,1212,24,7,6
"Q0322032311100203",1,"1",28,"4",1054,"715","1","2",903,1138,113,14,2
"Q0322032311100210",1,"1",28,"4",1054,"715","1","1",2161,3827,76,11,2
"Q0322032311100221",1,"1",28,"4",1054,"715","1","1",5319,6891,106,7,5
"Q0322032311100223",1,"1",28,"4",1054,"715","1","1",2412,13284,157,1,1
"Q0322032311100231",1,"1",28,"4",1054,"715","1","1",4158,4771,97,6,3
"Q0322032311100231",1,"1",28,"4",1054,"715","1","2",1261,1556,66,4,1
"Q0322032311100233",1,"1",28,"4",1054,"715","1","1",3686,7270,92,136,3
"Q0322032311100233",1,"1",28,"4",1054,"715","1","2",2977,4150,64,133,2
"Q0322032311100301",1,"1",28,"4",1054,"715","1","1",738,871,65,2,1
"Q0322032311100301",1,"1",28,"4",1054,"715","1","2",480,1261,181,1,1
"Q0322032311100302",1,"1",28,"4",1054,"715","1","1",1855,3299,106,16,1
"Q0322032311100302",1,"1",28,"4",1054,"715","1","2",1057,1992,148,32,5
"Q0322032311100320",1,"1",28,"4",1054,"715","1","1",4498,1317,33,11,9
"Q0322032311100322",1,"1",28,"4",1054,"715","1","1",172,317,50,13,11
"Q0322032311102001",1,"1",28,"4",1054,"715","1","2",1502,615,247,7,1
"Q0322032311102003",1,"1",28,"4",1054,"715","1","1",6995,8372,165,3,2
"Q0322032311102003",1,"1",28,"4",1054,"715","1","2",165,1299,322,1,1
"Q0322032311102010",1,"1",28,"4",1054,"715","1","2",430,1477,139,5,1
"Q0322032311102011",1,"1",28,"4",1054,"715","1","1",633,2207,264,7,3
"Q0322032311102013",1,"1",28,"4",1054,"715","1","1",3296,1558,22,6,4
"Q0322032311102013",1,"1",28,"4",1054,"715","1","2",1513,1185,74,3,3
"Q0322032311102023",1,"1",28,"4",1054,"715","1","1",396,487,206,1,1
"Q0322032311102023",1,"1",28,"4",1054,"715","1","2",999,2077,274,2,1
"Q0322032311102030",1,"1",28,"4",1054,"715","1","2",793,1650,164,9,3
"Q0322032311102031",1,"1",28,"4",1054,"715","1","1",1629,5379,194,3,2
"Q0322032311102032",1,"1",28,"4",1054,"715","1","1",1616,5503,115,8,2
"Q0322032311102032",1,"1",28,"4",1054,"715","1","2",70,1336,1103,2,1
"Q0322032311102102",1,"1",28,"4",1054,"715","1","1",4412,1061,20,2,2
"Q0322032311102200",1,"1",28,"4",1054,"715","1","1",845,1107,128,13,4
"Q0322032311102200",1,"1",28,"4",1054,"715","1","2",644,1487,204,49,3
"Q0322032311102201",1,"1",28,"4",1054,"715","1","1",988,1893,147,135,5
"Q0322032311102201",1,"1",28,"4",1054,"715","1","2",826,1619,191,78,2
"Q0322032311102203",1,"1",28,"4",1054,"715","1","2",1478,1896,215,2,1
"Q0322032311102210",1,"1",28,"4",1054,"715","1","1",1739,6573,82,2,2
"Q0322033002213130",1,"1",28,"4",1055,"624","1","1",4519,844,42,2,2
"Q0322033002213131",1,"1",28,"4",1055,"624","1","1",4073,958,27,2,1
"Q0322033002213132",1,"1",28,"4",1055,"624","1","1",4249,976,39,1,1
"Q0322033002300212",1,"1",28,"4",1055,"624","1","1",3961,1767,57,6,3
"Q0322033002300213",1,"1",28,"4",1055,"624","1","1",5108,2270,24,6,4
"Q0322033002300213",1,"1",28,"4",1055,"624","1","2",199,318,144,1,1
"Q0322033002300230",1,"1",28,"4",1055,"624","1","1",5225,2367,19,1,1
"Q0322033002300320",1,"1",28,"4",1055,"624","1","1",243,593,56,1,1
"Q0322033002300321",1,"1",28,"4",1055,"624","1","1",4156,10594,56,4,2
"Q0322033002302001",1,"1",28,"4",1055,"624","1","1",4087,1464,33,5,3
"Q0322123322313321",1,"1",15,"21",629,"791","1","1",119,249,68,1,1
"Q0322123322313323",1,"1",15,"21",629,"791","1","1",4750,1367,81,13,6
"Q0322123322313323",1,"1",15,"21",629,"791","1","2",7328,875,193,11,4
"Q0322123322313330",1,"1",15,"21",629,"791","1","1",5498,705,63,5,3
"Q0322123322313330",1,"1",15,"21",629,"791","1","2",2843,459,94,7,1
"Q0322123322313332",1,"1",15,"21",629,"791","1","1",3676,848,78,17,10
"Q0322123322313332",1,"1",15,"21",629,"791","1","2",6512,1048,64,15,8
"Q0322123322331003",1,"1",15,"21",629,"791","1","1",11690,15283,39,1,1
"Q0322123322331012",1,"1",15,"21",629,"791","1","1",840,770,149,1,1
"Q0322123322331013",1,"1",15,"21",629,"791","1","1",1759,717,69,9,4
"Q0322123322331013",1,"1",15,"21",629,"791","1","2",2852,3027,58,3,2
"Q0322123322331023",1,"1",15,"21",629,"791","1","1",15858,12852,50,76,27
"Q0322123322331023",1,"1",15,"21",629,"791","1","2",23111,15426,47,32,9
"Q0322123322331030",1,"1",15,"21",629,"791","1","1",17091,4712,46,53,18
"Q0322123322331030",1,"1",15,"21",629,"791","1","2",14861,4410,34,151,25
"Q0322123322331031",1,"1",15,"21",629,"791","1","1",14268,3503,43,178,37
"Q0322123322331031",1,"1",15,"21",629,"791","1","2",16438,4897,30,167,43
"Q0322123322331032",1,"1",15,"21",629,"791","1","1",14655,11547,44,233,84
"Q0322123322331032",1,"1",15,"21",629,"791","1","2",14922,8897,47,126,47
"Q0322123322331033",1,"1",15,"21",629,"791","1","1",14334,5551,35,50,22
"Q0322123322331033",1,"1",15,"21",629,"791","1","2",16163,7329,27,80,21
"Q0322123322331101",1,"1",15,"21",629,"791","1","1",20227,14363,40,19,2
"Q0322123322331101",1,"1",15,"21",629,"791","1","2",7863,4706,78,27,3
"Q0322123322331102",1,"1",15,"21",629,"791","1","1",2565,1954,61,10,6
"Q0322123322331102",1,"1",15,"21",629,"791","1","2",6428,5813,32,12,4
"Q0322123322331103",1,"1",15,"21",629,"791","1","1",3275,1218,71,25,8
"Q0322123322331103",1,"1",15,"21",629,"791","1","2",2935,625,59,10,6
"Q0322123322331110",1,"1",15,"21",629,"791","1","1",7816,1191,49,4,4
"Q0322123322331110",1,"1",15,"21",629,"791","1","2",6839,4663,93,6,3
"Q0322123322331112",1,"1",15,"21",629,"791","1","1",3291,3410,67,16,6
"Q0322123322331112",1,"1",15,"21",629,"791","1","2",11189,8299,45,40,2
"Q0322123322331120",1,"1",15,"21",629,"791","1","1",16520,4187,35,232,53
"Q0322123322331120",1,"1",15,"21",629,"791","1","2",15578,4563,34,347,63
"Q0322123322331121",1,"1",15,"21",629,"791","1","1",12718,2845,57,160,44
"Q0322123322331121",1,"1",15,"21",629,"791","1","2",14400,4193,44,275,54
"Q0322123322331122",1,"1",15,"21",629,"791","1","1",17278,9472,50,255,68
"Q0322123322331122",1,"1",15,"21",629,"791","1","2",20459,10951,35,304,71
"Q0322123322331123",1,"1",15,"21",629,"791","1","1",17658,6144,33,276,70
"Q0322123322331123",1,"1",15,"21",629,"791","1","2",18804,5288,34,377,79
"Q0322123322331130",1,"1",15,"21",629,"791","1","1",2206,1072,56,12,9
"Q0322123322331130",1,"1",15,"21",629,"791","1","2",7046,2737,51,9,8
"Q0322123322331131",1,"1",15,"21",629,"791","1","1",2860,1238,72,21,3
"Q0322123322331131",1,"1",15,"21",629,"791","1","2",2546,1200,103,5,3
"Q0322123322331132",1,"1",15,"21",629,"791","1","1",12332,2941,41,82,36
"Q0322123322331132",1,"1",15,"21",629,"791","1","2",12909,3429,54,190,46
"Q0322123322331133",1,"1",15,"21",629,"791","1","1",4887,2197,61,48,13
"Q0322123322331133",1,"1",15,"21",629,"791","1","2",3322,1941,76,35,10
"Q0322123322331200",1,"1",15,"21",629,"791","1","2",23720,11437,44,1,1
"Q0322123322331201",1,"1",15,"21",629,"791","1","1",21772,14119,32,373,103
"Q0322123322331201",1,"1",15,"21",629,"791","1","2",23490,14537,38,360,46
"Q0322123322331202",1,"1",15,"21",629,"791","1","1",18402,10907,50,74,29
"Q0322123322331202",1,"1",15,"21",629,"791","1","2",21114,13140,34,273,29
"Q0322123322331203",1,"1",15,"21",629,"791","1","1",21269,12405,33,237,72
"Q0322123322331203",1,"1",15,"21",629,"791","1","2",23417,14891,33,311,70
"Q0322123322331210",1,"1",15,"21",629,"791","1","1",18359,12202,42,152,74
"Q0322123322331210",1,"1",15,"21",629,"791","1","2",21900,14171,50,162,41
"Q0322123322331211",1,"1",15,"21",629,"791","1","1",18676,12031,35,190,50
"Q0322123322331211",1,"1",15,"21",629,"791","1","2",20921,12578,37,171,40
"Q0322123322331212",1,"1",15,"21",629,"791","1","1",20134,10736,35,288,72
"Q0322123322331212",1,"1",15,"21",629,"791","1","2",21575,13233,37,314,57
"Q0322123322331213",1,"1",15,"21",629,"791","1","1",22657,13818,36,256,83
"Q0322123322331213",1,"1",15,"21",629,"791","1","2",23642,15022,30,445,75
"Q0322123322331220",1,"1",15,"21",629,"791","1","1",8527,2804,6,1,1
"Q0322123322331220",1,"1",15,"21",629,"791","1","2",8329,10234,47,4,2
"Q0322123322331221",1,"1",15,"21",629,"791","1","1",20959,5664,22,19,12
"Q0322123322331221",1,"1",15,"21",629,"791","1","2",15424,4892,27,20,8
"Q0322123322331223",1,"1",15,"21",629,"791","1","1",6110,944,52,25,6
"Q0322123322331223",1,"1",15,"21",629,"791","1","2",4951,774,102,48,6
"Q0322123322331230",1,"1",15,"21",629,"791","1","1",18062,4447,33,81,39
"Q0322123322331230",1,"1",15,"21",629,"791","1","2",16271,4913,43,154,39
"Q0322123322331231",1,"1",15,"21",629,"791","1","1",21885,12410,28,338,84
"Q0322123322331231",1,"1",15,"21",629,"791","1","2",21727,12556,35,466,85
"Q0322123322331232",1,"1",15,"21",629,"791","1","1",12951,3574,48,46,22
"Q0322123322331232",1,"1",15,"21",629,"791","1","2",13700,3143,40,110,24
"Q0322123322331233",1,"1",15,"21",629,"791","1","1",16096,7972,36,195,49
"Q0322123322331233",1,"1",15,"21",629,"791","1","2",19533,10071,26,300,59
"Q0322123322331300",1,"1",15,"21",629,"791","1","1",19734,11613,31,313,71
"Q0322123322331300",1,"1",15,"21",629,"791","1","2",21062,13181,37,125,53
"Q0322123322331301",1,"1",15,"21",629,"791","1","1",22553,13587,33,309,75
"Q0322123322331301",1,"1",15,"21",629,"791","1","2",22521,14034,37,245,58
"Q0322123322331302",1,"1",15,"21",629,"791","1","1",23108,14810,37,436,74
"Q0322123322331302",1,"1",15,"21",629,"791","1","2",23186,13954,28,229,54
"Q0322123322331303",1,"1",15,"21",629,"791","1","1",23041,15275,36,392,96
"Q0322123322331303",1,"1",15,"21",629,"791","1","2",22889,14740,31,448,73
"Q0322123322331310",1,"1",15,"21",629,"791","1","1",20870,12002,33,614,121
"Q0322123322331310",1,"1",15,"21",629,"791","1","2",22183,13155,43,397,90
"Q0322123322331311",1,"1",15,"21",629,"791","1","1",20447,12743,38,306,69
"Q0322123322331311",1,"1",15,"21",629,"791","1","2",22177,13423,34,519,69
"Q0322123322331312",1,"1",15,"21",629,"791","1","1",16700,10471,42,252,45
"Q0322123322331312",1,"1",15,"21",629,"791","1","2",18787,9632,37,304,53
"Q0322123322331313",1,"1",15,"21",629,"791","1","1",16270,8567,39,142,33
"Q0322123322331313",1,"1",15,"21",629,"791","1","2",19579,10105,33,183,32
"Q0322123322331320",1,"1",15,"21",629,"791","1","1",21624,12810,34,265,94
"Q0322123322331320",1,"1",15,"21",629,"791","1","2",21302,12646,34,427,89
"Q0322123322331321",1,"1",15,"21",629,"791","1","1",14823,5859,48,242,72
"Q0322123322331321",1,"1",15,"21",629,"791","1","2",13334,4022,39,275,62
"Q0322123322331322",1,"1",15,"21",629,"791","1","1",19669,11180,33,307,89
"Q0322123322331322",1,"1",15,"21",629,"791","1","2",20606,12003,31,436,95
"Q0322123322331323",1,"1",15,"21",629,"791","1","1",16912,8078,30,967,181
"Q0322123322331323",1,"1",15,"21",629,"791","1","2",19776,11570,36,800,142
"Q0322123322331330",1,"1",15,"21",629,"791","1","1",10640,2473,49,193,50
"Q0322123322331330",1,"1",15,"21",629,"791","1","2",11748,2680,46,166,38
"Q0322123322331331",1,"1",15,"21",629,"791","1","1",9613,2610,48,198,22
"Q0322123322331331",1,"1",15,"21",629,"791","1","2",10941,2949,60,68,26
"Q0322123322331332",1,"1",15,"21",629,"791","1","1",15618,5929,39,563,152
"Q0322123322331332",1,"1",15,"21",629,"791","1","2",15968,4649,39,332,84
"Q0322123322331333",1,"1",15,"21",629,"791","1","1",5489,4127,112,108,12
"Q0322123322331333",1,"1",15,"21",629,"791","1","2",7051,4979,56,37,15
"Q0322123322332113",1,"1",15,"21",629,"791","1","1",19194,6622,32,23,11
"Q0322123322332113",1,"1",15,"21",629,"791","1","2",20252,8745,35,45,7
"Q0322123322332130",1,"1",15,"21",629,"791","1","1",23880,7031,30,18,2
"Q0322123322332130",1,"1",15,"21",629,"791","1","2",20770,5444,58,22,3
"Q0322123322332131",1,"1",15,"21",629,"791","1","1",20096,12497,32,336,94
"Q0322123322332131",1,"1",15,"21",629,"791","1","2",22271,12612,29,244,51
"Q0322123322332133",1,"1",15,"21",629,"791","1","1",16754,10902,38,155,76
"Q0322123322332133",1,"1",15,"21",629,"791","1","2",19779,11880,33,114,26
"Q0322123322332310",1,"1",15,"21",629,"791","1","1",20519,12601,31,69,22
"Q0322123322332310",1,"1",15,"21",629,"791","1","2",18737,10122,37,60,15
"Q0322123322332311",1,"1",15,"21",629,"791","1","1",19495,12424,38,504,122
"Q0322123322332311",1,"1",15,"21",629,"791","1","2",23056,14626,29,276,65
"Q0322123322332312",1,"1",15,"21",629,"791","1","1",21702,12520,33,326,59
"Q0322123322332312",1,"1",15,"21",629,"791","1","2",24157,14024,35,466,44
"Q0322123322332313",1,"1",15,"21",629,"791","1","1",20105,10712,33,268,80
"Q0322123322332313",1,"1",15,"21",629,"791","1","2",19030,9107,38,220,55
"Q0322123322332330",1,"1",15,"21",629,"791","1","1",22815,14080,31,625,73
"Q0322123322332330",1,"1",15,"21",629,"791","1","2",24405,15803,34,622,57
"Q0322123322332331",1,"1",15,"21",629,"791","1","1",10185,2485,31,23,12
"Q0322123322332331",1,"1",15,"21",629,"791","1","2",9978,2138,71,37,12
"Q0322123322332333",1,"1",15,"21",629,"791","1","2",2506,12290,35,1,1
"Q0322123322333001",1,"1",15,"21",629,"791","1","1",5455,2890,56,25,4
"Q0322123322333001",1,"1",15,"21",629,"791","1","2",8011,978,65,35,6
"Q0322123322333002",1,"1",15,"21",629,"791","1","1",20172,13048,21,9,3
"Q0322123322333002",1,"1",15,"21",629,"791","1","2",24112,15929,36,20,5
"Q0322123322333003",1,"1",15,"21",629,"791","1","1",22979,333,608,2,1
"Q0322123322333010",1,"1",15,"21",629,"791","1","1",10358,2218,110,49,16
"Q0322123322333010",1,"1",15,"21",629,"791","1","2",12181,2734,40,58,26
"Q0322123322333011",1,"1",15,"21",629,"791","1","1",7824,2002,57,31,14
"Q0322123322333011",1,"1",15,"21",629,"791","1","2",12482,2973,46,63,18
"Q0322123322333013",1,"1",15,"21",629,"791","1","2",3325,545,68,21,4
"Q0322123322333020",1,"1",15,"21",629,"791","1","1",18994,5979,36,185,20
"Q0322123322333020",1,"1",15,"21",629,"791","1","2",20164,6926,35,76,16
"Q0322123322333022",1,"1",15,"21",629,"791","1","1",9996,6014,23,26,2
"Q0322123322333022",1,"1",15,"21",629,"791","1","2",15648,5546,28,18,3
"Q0322123322333100",1,"1",15,"21",629,"791","1","1",13234,3953,50,245,58
"Q0322123322333100",1,"1",15,"21",629,"791","1","2",14691,3938,37,493,69
"Q0322123322333101",1,"1",15,"21",629,"791","1","1",16908,8179,32,120,38
"Q0322123322333101",1,"1",15,"21",629,"791","1","2",18046,10680,44,328,41
"Q0322123322333102",1,"1",15,"21",629,"791","1","1",5970,663,62,1,1
"Q0322123322333102",1,"1",15,"21",629,"791","1","2",3725,478,63,2,2
"Q0322123322333103",1,"1",15,"21",629,"791","1","1",5392,712,55,7,5
"Q0322123322333103",1,"1",15,"21",629,"791","1","2",977,503,65,1,1
"Q0322123322333110",1,"1",15,"21",629,"791","1","1",15667,4014,38,225,57
"Q0322123322333110",1,"1",15,"21",629,"791","1","2",18595,4932,26,416,54
"Q0322123322333111",1,"1",15,"21",629,"791","1","1",18037,9993,29,327,87
"Q0322123322333111",1,"1",15,"21",629,"791","1","2",19550,11649,35,377,72
"Q0322123322333112",1,"1",15,"21",629,"791","1","1",17665,7845,39,438,90
"Q0322123322333112",1,"1",15,"21",629,"791","1","2",19162,9275,36,561,100
"Q0322123322333113",1,"1",15,"21",629,"791","1","1",22220,14336,34,343,99
"Q0322123322333113",1,"1",15,"21",629,"791","1","2",21988,13595,46,373,103
"Q0322123322333120",1,"1",15,"21",629,"791","1","2",3558,743,97,7,3
"Q0322123322333121",1,"1",15,"21",629,"791","1","1",2414,539,244,1,1
"Q0322123322333121",1,"1",15,"21",629,"791","1","2",24257,16147,39,1,1
"Q0322123322333123",1,"1",15,"21",629,"791","1","1",2474,2773,25,1,1
"Q0322123322333123",1,"1",15,"21",629,"791","1","2",15841,15658,39,4,2
"Q0322123322333130",1,"1",15,"21",629,"791","1","1",15988,4120,37,256,68
"Q0322123322333130",1,"1",15,"21",629,"791","1","2",16635,4186,43,372,88
"Q0322123322333131",1,"1",15,"21",629,"791","1","1",17268,4711,24,189,43
"Q0322123322333131",1,"1",15,"21",629,"791","1","2",18357,5913,22,160,37
"Q0322123322333133",1,"1",15,"21",629,"791","1","1",8383,1939,16,1,1
"Q0322123322333200",1,"1",15,"21",629,"791","1","1",12714,2786,47,32,17
"Q0322123322333200",1,"1",15,"21",629,"791","1","2",12560,5298,44,106,21
"Q0322123322333201",1,"1",15,"21",629,"791","1","1",12875,2912,55,27,8
"Q0322123322333201",1,"1",15,"21",629,"791","1","2",10738,2620,59,140,23
"Q0322123322333202",1,"1",15,"21",629,"791","1","1",17088,4824,35,264,55
"Q0322123322333202",1,"1",15,"21",629,"791","1","2",16558,4202,38,393,60
"Q0322123322333203",1,"1",15,"21",629,"791","1","1",11919,2709,57,197,38
"Q0322123322333203",1,"1",15,"21",629,"791","1","2",11138,2947,60,304,51
"Q0322123322333211",1,"1",15,"21",629,"791","1","1",12974,7927,36,4,1
"Q0322123322333211",1,"1",15,"21",629,"791","1","2",23273,16112,40,5,2
"Q0322123322333212",1,"1",15,"21",629,"791","1","1",20516,8477,26,6,3
"Q0322123322333212",1,"1",15,"21",629,"791","1","2",16759,5265,32,3,2
"Q0322123322333220",1,"1",15,"21",629,"791","1","1",12691,3287,35,73,24
"Q0322123322333220",1,"1",15,"21",629,"791","1","2",12739,3241,47,58,20
"Q0322123322333221",1,"1",15,"21",629,"791","1","1",18955,11676,30,7,5
"Q0322123322333221",1,"1",15,"21",629,"791","1","2",12320,6403,55,29,11
"Q0322123322333222",1,"1",15,"21",629,"791","1","1",8613,2022,81,28,4
"Q0322123322333222",1,"1",15,"21",629,"791","1","2",5255,1519,121,10,2
"Q0322123322333230",1,"1",15,"21",629,"791","1","1",6838,1108,38,6,3
"Q0322123322333230",1,"1",15,"21",629,"791","1","2",4153,569,71,21,5
"Q0322123322333232",1,"1",15,"21",629,"791","1","2",14216,10372,47,9,3
"Q0322123322333301",1,"1",15,"21",629,"791","1","1",2645,2880,22,1,1
"Q0322123322333301",1,"1",15,"21",629,"791","1","2",17328,13029,53,1,1
"Q0322123323202202",1,"1",15,"21",629,"791","1","2",23328,6190,12,1,1
"Q0322123323202310",1,"1",15,"21",629,"791","1","2",479,1693,638,1,1
"Q0322123323202312",1,"1",15,"21",629,"791","1","1",19516,6009,20,1,1
"Q0322123323211013",1,"1",15,"21",629,"791","1","1",10,1638,1012,2,1
"Q0322123323220012",1,"1",15,"21",629,"791","1","1",5615,2798,31,1,1
"Q0322123323220012",1,"1",15,"21",629,"791","1","2",5383,4498,24,2,1
"Q0322123323220020",1,"1",15,"21",629,"791","1","1",7277,1648,56,139,20
"Q0322123323220020",1,"1",15,"21",629,"791","1","2",4711,1318,71,25,5
"Q0322123323220021",1,"1",15,"21",629,"791","1","1",4257,2586,46,56,5
"Q0322123323220021",1,"1",15,"21",629,"791","1","2",4812,1815,49,30,14
