"quadkey","ADM0_PC","ADM0_ES","ADM1_PC","ADM1_ES","ADM2_PC","ADM2_ES","connection","trimester","avg_d_kbps","avg_u_kbps","avg_lat_ms","tests","devices"
"Q0322303220322001",1,"1",1,"2",5,"29","1","2",4309,642,97,3,1
"Q0322303220322010",1,"1",1,"2",5,"29","1","2",4176,505,27,2,1
"Q0322303220322322",1,"1",1,"2",118,"941","1","1",5649,707,28,4,2
"Q0322303220322322",1,"1",1,"2",118,"941","1","2",4146,679,25,1,1
"Q0322303220322323",1,"1",1,"2",118,"941","1","1",2841,540,32,14,1
"Q0322303220322323",1,"1",1,"2",118,"941","1","2",6567,2539,453,22,2
"Q0322303220323101",1,"1",1,"2",5,"29","1","1",6706,5569,21,26,3
"Q0322303220323101",1,"1",1,"2",5,"29","1","2",3695,5354,28,6,2
"Q0322303220323102",1,"1",1,"2",5,"29","1","1",4185,216,40,1,1
"Q0322303220323102",1,"1",1,"2",5,"29","1","2",6626,1793,68,6,3
"Q0322303220323103",1,"1",1,"2",5,"29","1","1",5016,3607,383,30,6
"Q0322303220323103",1,"1",1,"2",5,"29","1","2",4859,4449,34,48,3
"Q0322303220323110",1,"1",1,"2",5,"29","1","1",5051,4096,32,128,13
"Q0322303220323110",1,"1",1,"2",5,"29","1","2",4170,3787,44,235,6
"Q0322303220323111",1,"1",1,"2",5,"29","1","2",3710,3971,48,18,2
"Q0322303220323112",1,"1",1,"2",5,"29","1","1",3998,2909,59,15,6
"Q0322303220323112",1,"1",1,"2",5,"29","1","2",2971,1888,45,10,4
"Q0322303220323121",1,"1",1,"2",5,"29","1","1",5515,3213,95,4,3
"Q0322303220323121",1,"1",1,"2",5,"29","1","2",4365,9543,49,3,3
"Q0322303220323122",1,"1",1,"2",5,"29","1","2",15011,2481,637,1,1
"Q0322303220323123",1,"1",1,"2",5,"29","1","2",14560,15281,19,4,2
"Q0322303220323123",1,"1",1,"2",48,"312","1","2",14560,15281,19,4,2
"Q0322303220323130",1,"1",1,"2",5,"29","1","1",8056,2041,20,1,1
"Q0322303220323130",1,"1",1,"2",5,"29","1","2",9502,11535,12,1,1
"Q0322303220323130",1,"1",1,"2",48,"312","1","1",8056,2041,20,1,1
"Q0322303220323130",1,"1",1,"2",48,"312","1","2",9502,11535,12,1,1
"Q0322303220323132",1,"1",1,"2",5,"29","1","1",1909,3201,145,3,1
"Q0322303220323132",1,"1",1,"2",48,"312","1","1",1909,3201,145,3,1
"Q0322303220323310",1,"1",1,"2",48,"312","1","1",2419,793,108,3,2
"Q0322303220323310",1,"1",1,"2",48,"312","1","2",13255,1298,423,5,2
"Q0322303220323312",1,"1",1,"2",118,"941","1","2",836,289,59,5,2
"Q0322303220323312",1,"1",1,"2",48,"312","1","2",836,289,59,5,2
"Q0322303220323333",1,"1",1,"2",48,"312","1","2",3136,840,64,21,1
"Q0322303220330001",1,"1",1,"2",27,"126","1","1",6372,2185,54,1,1
"Q0322303220330113",1,"1",1,"2",27,"126","1","2",4377,1328,54,1,1
"Q0322303220330131",1,"1",1,"2",27,"126","1","2",2503,1345,381,3,1
"Q0322303220330222",1,"1",1,"2",5,"29","1","2",2561,844,89,2,1
"Q0322303220331000",1,"1",1,"2",27,"126","1","1",5548,563,91,13,3
"Q0322303220331000",1,"1",1,"2",27,"126","1","2",5036,1093,44,23,9
"Q0322303220331001",1,"1",1,"2",27,"126","1","1",8458,1615,557,9,6
"Q0322303220331001",1,"1",1,"2",27,"126","1","2",4204,3293,181,84,5
"Q0322303220331002",1,"1",1,"2",27,"126","1","2",9501,702,18,1,1
"Q0322303220331003",1,"1",1,"2",27,"126","1","1",6045,477,235,15,1
"Q0322303220331003",1,"1",1,"2",27,"126","1","2",7373,496,53,22,2
"Q0322303220331012",1,"1",1,"2",27,"126","1","1",19784,4184,24,1,1
"Q0322303220331012",1,"1",1,"2",27,"126","1","2",20508,5744,16,11,2
"Q0322303220331020",1,"1",1,"2",27,"126","1","1",6885,706,45,1,1
"Q0322303220331023",1,"1",1,"2",27,"126","1","2",23931,15978,10,1,1
"Q0322303220331200",1,"1",1,"2",27,"126","1","2",18865,14374,3,1,1
"Q0322303220331202",1,"1",1,"2",27,"126","1","1",727,1023,196,9,1
"Q0322303220331202",1,"1",1,"2",27,"126","1","2",2884,761,69,2,2
"Q0322303220332222",1,"1",1,"2",48,"312","1","1",2084,897,40,1,1
"Q0322303220332233",1,"1",1,"2",48,"312","1","1",20439,8329,575,3,1
"Q0322303220333001",1,"1",1,"2",27,"126","1","1",9551,5061,13,1,1
"Q0322303220333001",1,"1",1,"2",27,"126","1","2",18437,4422,18,4,1
"Q0322303220333333",1,"1",1,"2",100,"783","1","1",4231,3728,27,1,1
"Q0322303221000000",1,"1",1,"2",1,"495","1","1",15973,4307,19,178,63
"Q0322303221000000",1,"1",1,"2",1,"495","1","2",15408,4346,19,504,116
"Q0322303221000000",1,"1",1,"2",19,"88","1","1",15973,4307,19,178,63
"Q0322303221000000",1,"1",1,"2",19,"88","1","2",15408,4346,19,504,116
"Q0322303221000001",1,"1",1,"2",1,"495","1","1",15254,3967,19,399,86
"Q0322303221000001",1,"1",1,"2",1,"495","1","2",17469,4528,20,652,112
"Q0322303221000001",1,"1",1,"2",19,"88","1","1",15254,3967,19,399,86
"Q0322303221000001",1,"1",1,"2",19,"88","1","2",17469,4528,20,652,112
"Q0322303221000002",1,"1",1,"2",1,"495","1","1",16852,5010,17,253,55
"Q0322303221000002",1,"1",1,"2",1,"495","1","2",17552,4377,15,324,81
"Q0322303221000002",1,"1",1,"2",19,"88","1","1",16852,5010,17,253,55
"Q0322303221000002",1,"1",1,"2",19,"88","1","2",17552,4377,15,324,81
"Q0322303221000003",1,"1",1,"2",1,"495","1","1",16479,4090,24,487,94
"Q0322303221000003",1,"1",1,"2",1,"495","1","2",17911,4359,24,497,106
"Q0322303221000003",1,"1",1,"2",19,"88","1","1",16479,4090,24,487,94
"Q0322303221000003",1,"1",1,"2",19,"88","1","2",17911,4359,24,497,106
"Q0322303221000010",1,"1",1,"2",1,"495","1","1",16317,4274,24,265,89
"Q0322303221000010",1,"1",1,"2",1,"495","1","2",16395,4485,25,402,101
"Q0322303221000010",1,"1",1,"2",19,"88","1","1",16317,4274,24,265,89
"Q0322303221000010",1,"1",1,"2",19,"88","1","2",16395,4485,25,402,101
"Q0322303221000011",1,"1",1,"2",1,"495","1","1",19181,5162,26,709,173
"Q0322303221000011",1,"1",1,"2",1,"495","1","2",19835,5443,28,814,171
"Q0322303221000011",1,"1",1,"2",19,"88","1","1",19181,5162,26,709,173
"Q0322303221000011",1,"1",1,"2",19,"88","1","2",19835,5443,28,814,171
"Q0322303221000012",1,"1",1,"2",1,"495","1","1",17120,4748,30,531,133
"Q0322303221000012",1,"1",1,"2",1,"495","1","2",19382,5236,25,484,129
"Q0322303221000013",1,"1",1,"2",1,"495","1","1",17798,5042,31,673,132
"Q0322303221000013",1,"1",1,"2",1,"495","1","2",18468,4940,28,1061,167
"Q0322303221000020",1,"1",1,"2",1,"495","1","1",16661,4421,25,386,86
"Q0322303221000020",1,"1",1,"2",1,"495","1","2",17340,4519,30,826,138
"Q0322303221000021",1,"1",1,"2",1,"495","1","1",17882,5307,29,423,108
"Q0322303221000021",1,"1",1,"2",1,"495","1","2",18941,5127,27,450,112
"Q0322303221000022",1,"1",1,"2",1,"495","1","1",16283,4245,31,417,120
"Q0322303221000022",1,"1",1,"2",1,"495","1","2",18075,4473,22,700,157
"Q0322303221000023",1,"1",1,"2",1,"495","1","1",17903,4752,30,671,158
"Q0322303221000023",1,"1",1,"2",1,"495","1","2",18665,5336,30,718,167
"Q0322303221000030",1,"1",1,"2",1,"495","1","1",17450,4502,31,566,106
"Q0322303221000030",1,"1",1,"2",1,"495","1","2",18923,5087,32,704,133
"Q0322303221000031",1,"1",1,"2",1,"495","1","1",19986,6386,28,267,82
"Q0322303221000031",1,"1",1,"2",1,"495","1","2",19765,5362,31,416,97
"Q0322303221000032",1,"1",1,"2",1,"495","1","1",19667,5077,26,508,108
"Q0322303221000032",1,"1",1,"2",1,"495","1","2",19593,5225,23,495,130
"Q0322303221000033",1,"1",1,"2",1,"495","1","1",16550,5241,24,460,90
"Q0322303221000033",1,"1",1,"2",1,"495","1","2",18080,5048,28,332,83
"Q0322303221000100",1,"1",1,"2",1,"495","1","1",18355,4862,29,765,150
"Q0322303221000100",1,"1",1,"2",1,"495","1","2",19917,5515,32,1073,205
"Q0322303221000100",1,"1",1,"2",19,"88","1","1",18355,4862,29,765,150
"Q0322303221000100",1,"1",1,"2",19,"88","1","2",19917,5515,32,1073,205
"Q0322303221000101",1,"1",1,"2",1,"495","1","1",19592,5775,24,61,31
"Q0322303221000101",1,"1",1,"2",1,"495","1","2",21108,5361,44,76,36
"Q0322303221000101",1,"1",1,"2",19,"88","1","1",19592,5775,24,61,31
"Q0322303221000101",1,"1",1,"2",19,"88","1","2",21108,5361,44,76,36
"Q0322303221000102",1,"1",1,"2",1,"495","1","1",19116,5437,31,371,96
"Q0322303221000102",1,"1",1,"2",1,"495","1","2",19786,5363,31,444,87
"Q0322303221000103",1,"1",1,"2",1,"495","1","1",15154,4014,14,293,86
"Q0322303221000103",1,"1",1,"2",1,"495","1","2",18380,4433,29,584,117
"Q0322303221000103",1,"1",1,"2",19,"88","1","1",15154,4014,14,293,86
"Q0322303221000103",1,"1",1,"2",19,"88","1","2",18380,4433,29,584,117
"Q0322303221000110",1,"1",1,"2",19,"88","1","1",17217,3734,33,486,85
"Q0322303221000110",1,"1",1,"2",19,"88","1","2",20910,3955,43,813,119
"Q0322303221000111",1,"1",1,"2",19,"88","1","1",11164,2775,57,7,5
"Q0322303221000111",1,"1",1,"2",19,"88","1","2",15655,3941,17,10,8
"Q0322303221000112",1,"1",1,"2",1,"495","1","1",15785,4146,19,296,94
"Q0322303221000112",1,"1",1,"2",1,"495","1","2",17417,4486,20,465,100
"Q0322303221000112",1,"1",1,"2",19,"88","1","1",15785,4146,19,296,94
"Q0322303221000112",1,"1",1,"2",19,"88","1","2",17417,4486,20,465,100
"Q0322303221000113",1,"1",1,"2",1,"495","1","1",16742,4436,43,88,28
"Q0322303221000113",1,"1",1,"2",1,"495","1","2",17816,4487,18,212,44
"Q0322303221000113",1,"1",1,"2",19,"88","1","1",16742,4436,43,88,28
"Q0322303221000113",1,"1",1,"2",19,"88","1","2",17816,4487,18,212,44
"Q0322303221000120",1,"1",1,"2",1,"495","1","1",17038,4579,38,130,33
"Q0322303221000120",1,"1",1,"2",1,"495","1","2",20216,4231,26,326,51
"Q0322303221000121",1,"1",1,"2",1,"495","1","1",17135,4631,13,215,72
"Q0322303221000121",1,"1",1,"2",1,"495","1","2",18421,4642,18,362,104
"Q0322303221000122",1,"1",1,"2",1,"495","1","1",16867,4783,26,178,51
"Q0322303221000122",1,"1",1,"2",1,"495","1","2",19448,4120,19,194,64
"Q0322303221000123",1,"1",1,"2",1,"495","1","1",17470,4365,21,484,107
"Q0322303221000123",1,"1",1,"2",1,"495","1","2",18313,4432,15,600,152
"Q0322303221000130",1,"1",1,"2",1,"495","1","1",16462,4267,15,389,120
"Q0322303221000130",1,"1",1,"2",1,"495","1","2",17818,4346,17,523,129
"Q0322303221000131",1,"1",1,"2",1,"495","1","1",14313,3897,19,230,55
"Q0322303221000131",1,"1",1,"2",1,"495","1","2",15987,4642,18,235,63
"Q0322303221000131",1,"1",1,"2",19,"88","1","1",14313,3897,19,230,55
"Q0322303221000131",1,"1",1,"2",19,"88","1","2",15987,4642,18,235,63
"Q0322303221000132",1,"1",1,"2",1,"495","1","1",14801,4021,19,302,103
"Q0322303221000132",1,"1",1,"2",1,"495","1","2",20117,4989,24,441,116
"Q0322303221000133",1,"1",1,"2",1,"495","1","1",17028,4342,18,311,82
"Q0322303221000133",1,"1",1,"2",1,"495","1","2",17867,4432,19,230,70
"Q0322303221000200",1,"1",1,"2",1,"495","1","1",17964,5067,37,666,152
"Q0322303221000200",1,"1",1,"2",1,"495","1","2",17775,4755,30,729,159
"Q0322303221000201",1,"1",1,"2",1,"495","1","1",17281,5059,27,616,167
"Q0322303221000201",1,"1",1,"2",1,"495","1","2",19460,5558,27,808,193
"Q0322303221000202",1,"1",1,"2",1,"495","1","1",16760,4830,25,631,164
"Q0322303221000202",1,"1",1,"2",1,"495","1","2",18646,4873,25,739,173
"Q0322303221000203",1,"1",1,"2",1,"495","1","1",19769,5450,32,446,118
"Q0322303221000203",1,"1",1,"2",1,"495","1","2",18516,4702,28,546,123
"Q0322303221000210",1,"1",1,"2",1,"495","1","1",19010,5012,26,507,128
"Q0322303221000210",1,"1",1,"2",1,"495","1","2",19924,5449,25,751,148
"Q0322303221000211",1,"1",1,"2",1,"495","1","1",16686,6924,29,481,89
"Q0322303221000211",1,"1",1,"2",1,"495","1","2",19239,7704,26,479,96
"Q0322303221000212",1,"1",1,"2",1,"495","1","1",17822,4702,27,553,126
"Q0322303221000212",1,"1",1,"2",1,"495","1","2",19925,5245,24,569,130
"Q0322303221000213",1,"1",1,"2",1,"495","1","1",16322,4632,18,105,42
"Q0322303221000213",1,"1",1,"2",1,"495","1","2",18217,5526,20,280,58
"Q0322303221000220",1,"1",1,"2",1,"495","1","1",20385,6346,30,493,112
"Q0322303221000220",1,"1",1,"2",1,"495","1","2",20280,5734,25,589,112
"Q0322303221000221",1,"1",1,"2",1,"495","1","1",18627,5354,30,612,148
"Q0322303221000221",1,"1",1,"2",1,"495","1","2",18781,5282,22,703,167
"Q0322303221000222",1,"1",1,"2",1,"495","1","1",21160,6785,26,745,165
"Q0322303221000222",1,"1",1,"2",1,"495","1","2",21113,5999,31,1220,204
"Q0322303221000223",1,"1",1,"2",1,"495","1","1",18716,5565,25,251,63
"Q0322303221000223",1,"1",1,"2",1,"495","1","2",19178,5136,25,280,66
"Q0322303221000230",1,"1",1,"2",1,"495","1","1",17587,6072,22,106,36
"Q0322303221000230",1,"1",1,"2",1,"495","1","2",15972,5551,23,57,24
"Q0322303221000231",1,"1",1,"2",1,"495","1","1",19661,4593,22,406,106
"Q0322303221000231",1,"1",1,"2",1,"495","1","2",18574,4815,20,814,154
"Q0322303221000232",1,"1",1,"2",1,"495","1","1",13554,11386,23,24,19
"Q0322303221000232",1,"1",1,"2",1,"495","1","2",16691,10792,8,39,20
"Q0322303221000233",1,"1",1,"2",1,"495","1","1",16626,4230,33,219,64
"Q0322303221000233",1,"1",1,"2",1,"495","1","2",17845,3407,31,431,100
"Q0322303221000300",1,"1",1,"2",1,"495","1","1",18214,5134,23,521,121
"Q0322303221000300",1,"1",1,"2",1,"495","1","2",21044,5241,23,514,138
"Q0322303221000301",1,"1",1,"2",1,"495","1","1",16770,4567,18,452,127
"Q0322303221000301",1,"1",1,"2",1,"495","1","2",18348,4720,20,762,164
"Q0322303221000302",1,"1",1,"2",1,"495","1","1",18452,5300,24,438,149
"Q0322303221000302",1,"1",1,"2",1,"495","1","2",19193,5210,25,659,155
"Q0322303221000303",1,"1",1,"2",1,"495","1","1",18158,5453,25,471,144
"Q0322303221000303",1,"1",1,"2",1,"495","1","2",19457,5101,25,646,146
"Q0322303221000310",1,"1",1,"2",1,"495","1","1",16376,4262,21,501,114
"Q0322303221000310",1,"1",1,"2",1,"495","1","2",17941,4501,17,696,138
"Q0322303221000311",1,"1",1,"2",1,"495","1","1",15327,3648,25,398,92
"Q0322303221000311",1,"1",1,"2",1,"495","1","2",16083,4228,18,424,117
"Q0322303221000312",1,"1",1,"2",1,"495","1","1",17428,5095,24,544,138
"Q0322303221000312",1,"1",1,"2",1,"495","1","2",19354,5122,24,558,134
"Q0322303221000313",1,"1",1,"2",1,"495","1","1",13761,6658,21,383,92
"Q0322303221000313",1,"1",1,"2",1,"495","1","2",18034,7005,32,510,114
"Q0322303221000320",1,"1",1,"2",1,"495","1","1",16781,4830,34,486,119
"Q0322303221000320",1,"1",1,"2",1,"495","1","2",21838,5731,26,568,152
"Q0322303221000321",1,"1",1,"2",1,"495","1","1",18021,4963,30,554,162
"Q0322303221000321",1,"1",1,"2",1,"495","1","2",19423,5031,25,1157,177
"Q0322303221000322",1,"1",1,"2",1,"495","1","1",18294,5246,25,479,134
"Q0322303221000322",1,"1",1,"2",1,"495","1","2",19070,5304,22,748,151
"Q0322303221000323",1,"1",1,"2",1,"495","1","1",19299,5287,27,499,140
"Q0322303221000323",1,"1",1,"2",1,"495","1","2",19027,4812,25,931,173
"Q0322303221000330",1,"1",1,"2",1,"495","1","1",16319,4865,25,777,164
"Q0322303221000330",1,"1",1,"2",1,"495","1","2",19372,5564,22,1030,202
"Q0322303221000331",1,"1",1,"2",1,"495","1","1",16012,8462,14,231,69
"Q0322303221000331",1,"1",1,"2",1,"495","1","2",15590,8451,21,379,67
"Q0322303221000332",1,"1",1,"2",1,"495","1","1",17098,4947,24,630,158
"Q0322303221000332",1,"1",1,"2",1,"495","1","2",19120,5344,20,979,178
"Q0322303221000333",1,"1",1,"2",1,"495","1","1",14757,6101,15,234,68
"Q0322303221000333",1,"1",1,"2",1,"495","1","2",17573,5806,14,310,69
"Q0322303221001002",1,"1",1,"2",19,"88","1","1",1180,544,38,4,1
"Q0322303221001002",1,"1",1,"2",19,"88","1","2",2524,1670,42,9,1
"Q0322303221001003",1,"1",1,"2",19,"88","1","2",14014,7103,26,8,4
"Q0322303221001010",1,"1",1,"2",19,"88","1","1",17186,12706,4,3,3
"Q0322303221001010",1,"1",1,"2",41,"212","1","1",17186,12706,4,3,3
"Q0322303221001012",1,"1",1,"2",19,"88","1","1",5262,1248,44,6,2
"Q0322303221001012",1,"1",1,"2",19,"88","1","2",2798,1478,55,3,3
"Q0322303221001012",1,"1",1,"2",41,"212","1","1",5262,1248,44,6,2
"Q0322303221001012",1,"1",1,"2",41,"212","1","2",2798,1478,55,3,3
"Q0322303221001020",1,"1",1,"2",1,"495","1","1",5366,1821,37,36,13
"Q0322303221001020",1,"1",1,"2",1,"495","1","2",6957,2462,55,112,15
"Q0322303221001020",1,"1",1,"2",19,"88","1","1",5366,1821,37,36,13
"Q0322303221001020",1,"1",1,"2",19,"88","1","2",6957,2462,55,112,15
"Q0322303221001021",1,"1",1,"2",1,"495","1","1",6956,3075,95,85,15
"Q0322303221001021",1,"1",1,"2",1,"495","1","2",7517,3591,155,175,20
"Q0322303221001021",1,"1",1,"2",19,"88","1","1",6956,3075,95,85,15
"Q0322303221001021",1,"1",1,"2",19,"88","1","2",7517,3591,155,175,20
"Q0322303221001022",1,"1",1,"2",1,"495","1","1",10659,3462,29,123,34
"Q0322303221001022",1,"1",1,"2",1,"495","1","2",12012,3496,58,182,45
"Q0322303221001022",1,"1",1,"2",19,"88","1","1",10659,3462,29,123,34
"Q0322303221001022",1,"1",1,"2",19,"88","1","2",12012,3496,58,182,45
"Q0322303221001023",1,"1",1,"2",1,"495","1","1",9801,3994,17,4,3
"Q0322303221001023",1,"1",1,"2",1,"495","1","2",10979,5006,17,3,2
"Q0322303221001023",1,"1",1,"2",19,"88","1","1",9801,3994,17,4,3
"Q0322303221001023",1,"1",1,"2",19,"88","1","2",10979,5006,17,3,2
"Q0322303221001030",1,"1",1,"2",19,"88","1","1",4227,2685,83,6,1
"Q0322303221001030",1,"1",1,"2",19,"88","1","2",2386,2751,100,3,2
"Q0322303221001030",1,"1",1,"2",41,"212","1","1",4227,2685,83,6,1
"Q0322303221001030",1,"1",1,"2",41,"212","1","2",2386,2751,100,3,2
"Q0322303221001032",1,"1",1,"2",1,"495","1","2",2286,408,64,1,1
"Q0322303221001032",1,"1",1,"2",19,"88","1","2",2286,408,64,1,1
"Q0322303221001111",1,"1",1,"2",41,"212","1","1",4911,2253,5,1,1
"Q0322303221001133",1,"1",1,"2",1,"495","1","1",4542,3568,7,3,3
"Q0322303221001133",1,"1",1,"2",1,"495","1","2",9409,8279,4,1,1
"Q0322303221001133",1,"1",1,"2",55,"361","1","1",4542,3568,7,3,3
"Q0322303221001133",1,"1",1,"2",55,"361","1","2",9409,8279,4,1,1
"Q0322303221001133",1,"1",1,"2",41,"212","1","1",4542,3568,7,3,3
"Q0322303221001133",1,"1",1,"2",41,"212","1","2",9409,8279,4,1,1
"Q0322303221001200",1,"1",1,"2",1,"495","1","1",4869,1491,50,77,29
"Q0322303221001200",1,"1",1,"2",1,"495","1","2",6982,3433,53,169,32
"Q0322303221001201",1,"1",1,"2",1,"495","1","1",5261,718,46,1,1
"Q0322303221001201",1,"1",1,"2",1,"495","1","2",8423,3884,23,2,2
"Q0322303221001202",1,"1",1,"2",1,"495","1","1",6841,2126,46,52,17
"Q0322303221001202",1,"1",1,"2",1,"495","1","2",6693,2248,95,87,24
"Q0322303221001203",1,"1",1,"2",1,"495","1","2",3039,1489,33,3,2
"Q0322303221001210",1,"1",1,"2",1,"495","1","2",8715,4610,37,1,1
"Q0322303221001210",1,"1",1,"2",19,"88","1","2",8715,4610,37,1,1
"Q0322303221001211",1,"1",1,"2",1,"495","1","2",18241,13570,4,1,1
"Q0322303221001211",1,"1",1,"2",19,"88","1","2",18241,13570,4,1,1
"Q0322303221001211",1,"1",1,"2",41,"212","1","2",18241,13570,4,1,1
"Q0322303221001220",1,"1",1,"2",1,"495","1","1",3207,1947,60,34,13
"Q0322303221001220",1,"1",1,"2",1,"495","1","2",3091,1517,47,13,7
"Q0322303221001221",1,"1",1,"2",1,"495","1","1",676,6481,7,3,1
"Q0322303221001222",1,"1",1,"2",1,"495","1","1",3619,1176,55,60,7
"Q0322303221001222",1,"1",1,"2",1,"495","1","2",4760,1727,58,44,12
"Q0322303221001323",1,"1",1,"2",1,"495","1","2",18606,14369,5,1,1
"Q0322303221001331",1,"1",1,"2",1,"495","1","1",24480,15874,5,1,1
"Q0322303221001331",1,"1",1,"2",1,"495","1","2",9627,9011,4,1,1
"Q0322303221002000",1,"1",1,"2",1,"495","1","1",15143,4198,12,18,8
"Q0322303221002000",1,"1",1,"2",1,"495","1","2",20914,5418,14,137,7
"Q0322303221002001",1,"1",1,"2",1,"495","1","1",16550,10748,10,58,23
"Q0322303221002001",1,"1",1,"2",1,"495","1","2",18910,11389,14,16,10
"Q0322303221002002",1,"1",1,"2",1,"495","1","1",19607,10113,20,20,10
"Q0322303221002002",1,"1",1,"2",1,"495","1","2",11854,4492,17,20,8
"Q0322303221002003",1,"1",1,"2",1,"495","1","1",23917,12282,29,1,1
"Q0322303221002010",1,"1",1,"2",1,"495","1","1",15426,8459,10,9,6
"Q0322303221002010",1,"1",1,"2",1,"495","1","2",24447,15995,15,4,4
"Q0322303221002011",1,"1",1,"2",1,"495","1","1",14607,9722,16,67,37
"Q0322303221002011",1,"1",1,"2",1,"495","1","2",19772,10391,70,33,13
"Q0322303221002012",1,"1",1,"2",1,"495","1","1",17319,6046,26,236,82
"Q0322303221002012",1,"1",1,"2",1,"495","1","2",20239,6580,12,198,57
"Q0322303221002013",1,"1",1,"2",1,"495","1","1",17748,7876,14,381,112
"Q0322303221002013",1,"1",1,"2",1,"495","1","2",18539,6137,12,297,83
"Q0322303221002020",1,"1",1,"2",1,"495","1","1",20546,9700,22,464,132
"Q0322303221002020",1,"1",1,"2",1,"495","1","2",19175,5599,19,437,102
"Q0322303221002021",1,"1",1,"2",1,"495","1","1",17836,6117,18,361,90
"Q0322303221002021",1,"1",1,"2",1,"495","1","2",20617,5431,18,351,73
"Q0322303221002022",1,"1",1,"2",1,"495","1","1",20178,6228,16,285,91
"Q0322303221002022",1,"1",1,"2",1,"495","1","2",21723,6751,18,250,72
"Q0322303221002023",1,"1",1,"2",1,"495","1","1",17996,7989,35,164,62
"Q0322303221002023",1,"1",1,"2",1,"495","1","2",19464,10278,24,130,33
"Q0322303221002030",1,"1",1,"2",1,"495","1","1",14651,6233,21,244,78
"Q0322303221002030",1,"1",1,"2",1,"495","1","2",18236,7466,24,158,44
"Q0322303221002031",1,"1",1,"2",1,"495","1","1",16548,9178,30,224,82
"Q0322303221002031",1,"1",1,"2",1,"495","1","2",18847,8577,21,214,65
"Q0322303221002032",1,"1",1,"2",1,"495","1","1",15878,6970,32,164,73
"Q0322303221002032",1,"1",1,"2",1,"495","1","2",13281,6848,12,164,41
"Q0322303221002033",1,"1",1,"2",1,"495","1","1",16771,8300,17,397,143
"Q0322303221002033",1,"1",1,"2",1,"495","1","2",18731,8913,15,302,93
"Q0322303221002100",1,"1",1,"2",1,"495","1","1",18937,5486,22,377,103
"Q0322303221002100",1,"1",1,"2",1,"495","1","2",20218,6253,26,462,101
"Q0322303221002101",1,"1",1,"2",1,"495","1","1",19107,6056,26,743,149
"Q0322303221002101",1,"1",1,"2",1,"495","1","2",20175,6343,24,755,178
"Q0322303221002102",1,"1",1,"2",1,"495","1","1",18785,7655,24,290,88
"Q0322303221002102",1,"1",1,"2",1,"495","1","2",18693,6535,24,359,91
"Q0322303221002103",1,"1",1,"2",1,"495","1","1",19512,5504,36,844,123
"Q0322303221002103",1,"1",1,"2",1,"495","1","2",20393,5625,36,575,110
"Q0322303221002110",1,"1",1,"2",1,"495","1","1",19665,5448,28,522,110
"Q0322303221002110",1,"1",1,"2",1,"495","1","2",19675,5388,30,642,131
"Q0322303221002111",1,"1",1,"2",1,"495","1","1",15835,4640,18,423,97
"Q0322303221002111",1,"1",1,"2",1,"495","1","2",18087,5043,19,596,131
"Q0322303221002112",1,"1",1,"2",1,"495","1","1",16997,4585,23,336,99
"Q0322303221002112",1,"1",1,"2",1,"495","1","2",16919,5324,24,508,110
"Q0322303221002113",1,"1",1,"2",1,"495","1","1",16035,4656,18,334,90
"Q0322303221002113",1,"1",1,"2",1,"495","1","2",14524,4944,21,514,104
"Q0322303221002120",1,"1",1,"2",1,"495","1","1",21660,7305,28,722,144
"Q0322303221002120",1,"1",1,"2",1,"495","1","2",20584,6074,26,741,128
"Q0322303221002121",1,"1",1,"2",1,"495","1","1",18087,5040,28,612,157
"Q0322303221002121",1,"1",1,"2",1,"495","1","2",20034,5614,27,1022,170
"Q0322303221002122",1,"1",1,"2",1,"495","1","1",18482,6151,18,513,159
"Q0322303221002122",1,"1",1,"2",1,"495","1","2",20000,5563,24,744,180
"Q0322303221002123",1,"1",1,"2",1,"495","1","1",17708,4736,26,599,136
"Q0322303221002123",1,"1",1,"2",1,"495","1","2",19499,5262,28,511,128
"Q0322303221002130",1,"1",1,"2",1,"495","1","1",19389,5250,29,433,120
"Q0322303221002130",1,"1",1,"2",1,"495","1","2",19535,5068,24,566,141
"Q0322303221002131",1,"1",1,"2",1,"495","1","1",18489,5058,12,1,1
"Q0322303221002131",1,"1",1,"2",1,"495","1","2",20360,5147,20,3,2
"Q0322303221002132",1,"1",1,"2",1,"495","1","1",17432,4879,25,371,119
"Q0322303221002132",1,"1",1,"2",1,"495","1","2",17971,4735,40,443,106
"Q0322303221002133",1,"1",1,"2",1,"495","1","1",16552,3747,15,466,74
"Q0322303221002133",1,"1",1,"2",1,"495","1","2",17584,4039,32,378,77
"Q0322303221002200",1,"1",1,"2",1,"495","1","1",19773,5987,19,1038,165
"Q0322303221002200",1,"1",1,"2",1,"495","1","2",20964,6767,19,516,134
"Q0322303221002201",1,"1",1,"2",1,"495","1","1",15141,8271,13,71,34
"Q0322303221002201",1,"1",1,"2",1,"495","1","2",13795,6387,34,29,22
"Q0322303221002202",1,"1",1,"2",1,"495","1","1",19994,6196,19,942,227
"Q0322303221002202",1,"1",1,"2",1,"495","1","2",21198,5624,20,1152,200
"Q0322303221002203",1,"1",1,"2",1,"495","1","1",18802,8162,14,518,119
"Q0322303221002203",1,"1",1,"2",1,"495","1","2",20468,6551,25,311,83
"Q0322303221002210",1,"1",1,"2",1,"495","1","1",13497,9157,51,331,112
"Q0322303221002210",1,"1",1,"2",1,"495","1","2",17994,10053,30,183,62
