"trimester","ADM1_ES","ADM2_ES","avg_d_mbps","avg_u_mbps"
1,"Narino","Sandona",2.3098,1.8115
1,"Narino","Santa Barbara",5.946,6.13885714285714
1,"Narino","Santacruz",22.6825,4.8855
1,"Narino","Sapuyes",1.8984,0.8938
1,"Narino","Taminango",5.4604,8.184
1,"Narino","Tangua",7.22319047619048,5.93461285714284
1,"Narino","Tuquerres",3.79459090909091,2.429635
1,"Narino","Yacuanquer",5.94952941176471,2.68405882352941
1,"Norte de Santander","Abrego",7.02822222222222,2.06355555555556
1,"Norte de Santander","Arboledas",17.9368,6.3364
1,"Norte de Santander","Bochalema",3.97464705882353,3.67999823529412
1,"Norte de Santander","Bucarasica",1.771485,1.423
1,"Norte de Santander","Cacota",9.498,8.6095
1,"Norte de Santander","Chinacota",4.09775262295082,3.05175360655738
1,"Norte de Santander","Chitaga",7.830125,7.018875
1,"Norte de Santander","Cucutilla",17.14575,5.22875
1,"Norte de Santander","Durania",10.7168,8.82
1,"Norte de Santander","El Tarra",5.46711428571429,2.99937057142857
1,"Norte de Santander","El Zulia",5.88833333333333,2.397625
1,"Norte de Santander","Gramalote",6.1155,2.168
1,"Norte de Santander","Hacari",4.137,4.3345
1,"Norte de Santander","Herran",42,47.5718999999997
1,"Norte de Santander","La Esperanza",8.69333333333333,7.58841666666667
1,"Norte de Santander","La Playa",1.106,1.504
1,"Norte de Santander","Labateca",9.833,8.87
1,"Norte de Santander","Los Patios",15.8109725675676,8.08422797297297
1,"Norte de Santander","Lourdes",2.7,1.0995
1,"Norte de Santander","Mutiscua",11.489,7.911
1,"Norte de Santander","Ocana",5.49495744680851,1.75425468085106
1,"Norte de Santander","Pamplona",4.89715384615385,2.97438461538462
1,"Norte de Santander","Pamplonita",6.61546666666667,6.32326266666667
1,"Norte de Santander","Puerto Santander",2.11466666666667,1.11133333333333
1,"Norte de Santander","Ragonvalia",5.583,5.54
1,"Norte de Santander","Salazar",4.27025,3.697625
1,"Norte de Santander","San Calixto",2.7125,1.44
1,"Norte de Santander","San Cayetano",8.39916,4.94528
1,"Norte de Santander","San Jose de Cucuta",16.9204998920863,10.6579954676259
1,"Norte de Santander","Santiago",7.724,2.004
1,"Norte de Santander","Sardinata",6.28066666666667,5.27352380952381
1,"Norte de Santander","Silos",12.8436,10.9832
1,"Norte de Santander","Teorama",4.72666666666667,6.3005
1,"Norte de Santander","Tibu",6.89761538461538,2.60021153846154
1,"Norte de Santander","Toledo",0.721,1.326
1,"Norte de Santander","Villa Caro",6.009,20.118
1,"Norte de Santander","Villa del Rosario",23.3061176470588,18.6434098529411
1,"Putumayo","Colon",6.23816666666667,4.1355
1,"Putumayo","Mocoa",4.80036981481481,1.75399944444444
1,"Putumayo","Orito",7.79661111111111,2.39733333333333
1,"Putumayo","Puerto Asis",11.5917631578947,3.79926315789474
1,"Putumayo","Puerto Caicedo",15.1137692307692,5.05984615384615
1,"Putumayo","Puerto Guzman",9.68825,7.455
1,"Putumayo","Puerto Leguizamo",12.1701111111111,1.70711111111111
1,"Putumayo","San Francisco",9.740625,6.080125
1,"Putumayo","San Miguel",15.5057121428571,3.28964285714286
1,"Putumayo","Santiago",4.74283333333333,3.4555
1,"Putumayo","Sibundoy",6.668,3.58793333333333
1,"Putumayo","Valle del Guamuez",9.09042105263158,2.46378947368421
1,"Putumayo","Villagarzon",7.86065217391304,4.02095652173913
1,"Quindio","Armenia",15.141396875,3.96132920454545
1,"Quindio","Buenavista",1.98375,1.4645
1,"Quindio","Calarca",10.0299984375,2.65517677083333
1,"Quindio","Circasia",11.9219298245614,2.89915789473684
1,"Quindio","Cordoba",3.41223352941176,2.85776470588235
1,"Quindio","Filandia",6.72789925,3.02332425
1,"Quindio","Genova",3.2908,1.450994
1,"Quindio","La Tebaida",13.1003157894737,5.66026052631578
1,"Quindio","Montenegro",6.97310553571429,3.16349892857143
1,"Quindio","Pijao",11.2936616666667,1.58816666666667
1,"Quindio","Quimbaya",8.50854152173913,2.63408565217391
1,"Quindio","Salento",12.9705609756098,3.664
1,"Risaralda","Apia",2.89125,2.7065
1,"Risaralda","Balboa",11.722,4.671875
1,"Risaralda","Belen de Umbria",10.2827,3.7423
1,"Risaralda","Dosquebradas",14.728304,4.641728
1,"Risaralda","Guatica",3.84057142857143,2.892
1,"Risaralda","La Celia",6.593,14.003
1,"Risaralda","La Virginia",11.874,4.85169230769231
1,"Risaralda","Marsella",3.6024,2.4058
1,"Risaralda","Mistrato",7.5105,5.68825
1,"Risaralda","Pereira",14.2597010169492,5.64189796610169
1,"Risaralda","Pueblo Rico",7.54662125,3.631375
1,"Risaralda","Quinchia",6.75616666666667,6.15599833333333
1,"Risaralda","Santa Rosa de Cabal",8.92437465909091,3.25853227272727
1,"Risaralda","Santuario",7.6822,5.5029
1,"Santander","Aratoca",11.0056363636364,10.1070909090909
1,"Santander","Barbosa",6.87821621621622,4.44551351351351
1,"Santander","Barichara",7.74609302325581,4.57586046511628
1,"Santander","Barrancabermeja",13.3255615432099,6.14547037037036
1,"Santander","Betulia",7.5375,4.465625
1,"Santander","Bolivar",12.9545,12.7085
1,"Santander","Bucaramanga",21.31884,12.0761364
1,"Santander","Cabrera",4.602,2.872
1,"Santander","California",6.56733333333333,3.09466666666667
1,"Santander","Capitanejo",18.0785,2.373
1,"Santander","Carcasi",1.454,1.8
1,"Santander","Cepita",3.958,1.909
1,"Santander","Cerrito",1.223,2.74
1,"Santander","Charala",8.60911764705882,7.628
1,"Santander","Charta",1.96833333333333,2.818
1,"Santander","Chima",4.344,2.91
1,"Santander","Chipata",15.098,11.4563333333333
1,"Santander","Cimitarra",8.94915,4.9932985
1,"Santander","Concepcion",7.338,6.37
1,"Santander","Confines",4.20287125,3.95724625
1,"Santander","Contratacion",9.829,15.986
1,"Santander","Coromoro",5.585,2.6945
1,"Santander","Curiti",5.530115,5.01941176470588
1,"Santander","El Carmen de Chucuri",5.59705,5.0986485
1,"Santander","El Guacamayo",45.501,38.351
1,"Santander","El Penon",12.157,4.95333333333333
1,"Santander","El Playon",9.42725,6.697875
1,"Santander","Encino",12.129,12.157
1,"Santander","Enciso",12.581,4.8335
1,"Santander","Florian",7.553,7.9655
1,"Santander","Floridablanca",24.0689340875912,14.457623649635
1,"Santander","Galan",7.832,5.3205
1,"Santander","Gambita",16.384,5.954
1,"Santander","Giron",13.3299846268657,5.99195305970149
1,"Santander","Guaca",4.794125,4.4145
1,"Santander","Guadalupe",4.28933333333333,3.17766666666667
1,"Santander","Guapota",7.1725,2.94475
1,"Santander","Guavata",5.1462,2.1188
1,"Santander","Guepsa",9.6745,24.6949499999999
1,"Santander","Hato",7.40533333333333,7.39333333333333
1,"Santander","Jesus Maria",8.508,2.789
1,"Santander","La Belleza",6.2625,6.8635
1,"Santander","La Paz",12.7124,4.1908
1,"Santander","Landazuri",9.661,5.65442857142857
1,"Santander","Lebrija",5.85781918032787,3.36688426229508
1,"Santander","Los Santos",8.17223038461538,4.91733294871795
1,"Santander","Malaga",10.3675555555556,7.39231888888886
1,"Santander","Matanza",10.5593333333333,8.63244444444445
1,"Santander","Mogotes",9.1925,11.9687857142857
1,"Santander","Molagavita",2.491,4.07
1,"Santander","Ocamonte",6.34583333333333,4.4255
1,"Santander","Oiba",5.61119258064516,3.23867741935484
1,"Santander","Onzaga",4.191,3.1
1,"Santander","Palmar",11.4826,14.8258
1,"Santander","Palmas del Socorro",4.01675,2.715125
1,"Santander","Paramo",5.317,4.735
1,"Santander","Piedecuesta",16.5883684210526,10.7712081339713
1,"Santander","Pinchote",6.439,4.10238461538462
1,"Santander","Puente Nacional",13.0661176470588,6.78593529411763
1,"Santander","Puerto Parra",16.4105,3.923
1,"Santander","Puerto Wilches",8.07925,4.24495833333333
1,"Santander","Rionegro",7.97682142857143,5.65106785714285
1,"Santander","Sabana de Torres",10.5462790697674,5.89892790697674
1,"Santander","San Andres",4.6404,5.695
1,"Santander","San Benito",2.5,3.4934
1,"Santander","San Gil",5.49659092105263,3.5700127631579
1,"Santander","San Joaquin",3.77866666666667,2.08833333333333
1,"Santander","San Jose de Miranda",1.108,1.61432333333333
1,"Santander","San Miguel",2.854,2.931
1,"Santander","San Vicente de Chucuri",3.63265031746032,2.47544444444444
1,"Santander","Santa Helena del Opon",10.043,7.5825
1,"Santander","Simacota",9.72709523809524,7.35266523809524
1,"Santander","Socorro",5.55594594594595,3.41640540540541
1,"Santander","Suaita",5.51792307692308,3.74707692307692
1,"Santander","Sucre",13.7923333333333,10.0605
1,"Santander","Surata",6.952,1.4785
1,"Santander","Tona",5.682,2.1242
1,"Santander","Valle de San Jose",10.12625,8.08908333333333
1,"Santander","Velez",7.84108333333333,7.465625
1,"Santander","Vetas",1.303,0.610333333333333
1,"Santander","Villanueva",8.4008947368421,8.17647368421053
1,"Santander","Zapatoca",4.86207142857143,2.99685714285714
1,"Sucre","Caimito",1.6745,0.7945
1,"Sucre","Chalan",8.05525,2.8985
1,"Sucre","Coloso",0.523,1.989
1,"Sucre","Corozal",10.9159230769231,5.77982051282051
1,"Sucre","Covenas",8.40452380952381,4.77528571428571
1,"Sucre","El Roble",5.1545,2.0835
1,"Sucre","Los Palmitos",5.49075,2.680875
1,"Sucre","Majagual",9.0742,5.4638
1,"Sucre","Morroa",9.06211764705882,2.43705882352941
1,"Sucre","Ovejas",3.15177777777778,3.07855555555556
1,"Sucre","Palmito",4.3086,3.5532
1,"Sucre","Sampues",7.58462068965517,3.78382103448275
1,"Sucre","San Benito Abad",1.842,4.71
1,"Sucre","San Jose de Toluviejo",8.45788235294118,2.92417647058824
1,"Sucre","San Juan de Betulia",4.711,1.73175
1,"Sucre","San Luis de Since",5.163697,4.2502
1,"Sucre","San Marcos",9.95094736842105,1.563
1,"Sucre","San Onofre",2.589875,1.649125
1,"Sucre","San Pedro",3.85575,3.123375
1,"Sucre","Santiago de Tolu",7.45528205128205,4.30961538461538
1,"Sucre","Sincelejo",13.4317961165049,7.37791165048543
1,"Sucre","Sucre",3.3515,1.657
1,"Tolima","Alpujarra",3.3474,2.4518
1,"Tolima","Alvarado",8.2635,7.989
1,"Tolima","Ambalema",6.19033333333333,2.433
1,"Tolima","Anzoategui",3.9421,1.8915
1,"Tolima","Ataco",6.1263,5.563097
1,"Tolima","Cajamarca",4.14522222222222,3.23677777777778
1,"Tolima","Carmen de Apicala",9.9932425,2.2162425
1,"Tolima","Chaparral",5.82442105263158,1.70636842105263
1,"Tolima","Coello",5.86941666666667,2.8809975
1,"Tolima","Coyaima",20.646,3.694
1,"Tolima","Cunday",2.61433333333333,1.635
1,"Tolima","Dolores",44.764,47.5718999999997
1,"Tolima","Espinal",11.1785771875,3.08826421875
1,"Tolima","Falan",15.0762222222222,25.9098777777777
1,"Tolima","Flandes",11.7914693877551,3.7905912244898
1,"Tolima","Fresno",3.38763636363636,1.67327272727273
1,"Tolima","Guamo",7.22973076923077,2.67765384615385
1,"Tolima","Herveo",5.53475,1.2732425
1,"Tolima","Honda",5.55903846153846,1.25146038461538
1,"Tolima","Ibague",13.9320374294671,9.07305050156739
1,"Tolima","Icononzo",6.165,4.77577777777778
1,"Tolima","Lerida",4.44609090909091,3.959
1,"Tolima","Libano",4.6065625,2.0431875
1,"Tolima","Melgar",10.7199811320755,3.52460320754717
1,"Tolima","Murillo",19.9715,4.3855
1,"Tolima","Natagaima",3.211,0.71325
1,"Tolima","Ortega",5.4085,2.564
1,"Tolima","Palocabildo",14.208,8.38928571428571
1,"Tolima","Piedras",5.73130769230769,4.82192307692308
1,"Tolima","Planadas",12.8183333333333,12.4013166666666
1,"Tolima","Prado",6.0615,4.3395
1,"Tolima","Purificacion",5.00633333333333,5.5972
1,"Tolima","Rioblanco",18.2905,2.9255
1,"Tolima","Roncesvalles",2.78725,1.122
1,"Tolima","Rovira",6.35508333333333,6.43058333333333
1,"Tolima","Saldana",9.42254545454546,18.4559818181818
1,"Tolima","San Antonio",2.75033333333333,1.18666666666667
1,"Tolima","San Luis",6.26488888888889,3.33411111111111
1,"Tolima","San Sebastian de Mariquita",9.19214703703704,2.86662851851852
1,"Tolima","Santa Isabel",4.285,4.854
1,"Tolima","Suarez",6.22406666666667,3.12286666666667
1,"Tolima","Valle de San Juan",5.36,7.524
1,"Tolima","Venadillo",5.87566666666667,4.16793333333333
1,"Tolima","Villahermosa",3.625,6.7845
1,"Tolima","Villarrica",2.346,0.851
1,"Valle del Cauca","Alcala",4.852375,2.35879166666667
1,"Valle del Cauca","Andalucia",5.28073076923077,2.95822961538462
1,"Valle del Cauca","Ansermanuevo",5.7815,6.1598
1,"Valle del Cauca","Argelia",17.6213333333333,1.84933333333333
1,"Valle del Cauca","Bolivar",3.66887878787879,1.90875484848485
1,"Valle del Cauca","Buenaventura",7.20275581395349,4.17747523255814
1,"Valle del Cauca","Bugalagrande",4.76671428571429,1.38357035714286
1,"Valle del Cauca","Caicedonia",4.15552315789474,2.27352473684211
1,"Valle del Cauca","Cali",19.6163569085631,11.4603687082729
1,"Valle del Cauca","Calima",4.73989263157895,3.20147263157895
1,"Valle del Cauca","Candelaria",7.84688865079365,3.6443319047619
1,"Valle del Cauca","Cartago",12.6739514457831,5.59131325301205
1,"Valle del Cauca","Dagua",4.64411987341772,2.50398658227848
1,"Valle del Cauca","El Cairo",14.6021428571429,13.207
1,"Valle del Cauca","El Cerrito",5.64327126213592,2.59169902912621
1,"Valle del Cauca","El Dovio",3.14377777777778,2.24555555555556
1,"Valle del Cauca","Florida",7.27946185185185,3.86622111111111
1,"Valle del Cauca","Ginebra",5.48778195652174,2.45258630434783
1,"Valle del Cauca","Guacari",6.35981818181818,3.38636272727273
1,"Valle del Cauca","Guadalajara de Buga",9.73465875,3.23397727272727
1,"Valle del Cauca","Jamundi",19.6221942857143,11.0108946857143
1,"Valle del Cauca","La Cumbre",3.58918113636364,2.12417977272727
1,"Valle del Cauca","La Union",7.267875,3.258875
1,"Valle del Cauca","La Victoria",5.76581818181818,2.95809090909091
1,"Valle del Cauca","Obando",4.2173,2.876
1,"Valle del Cauca","Palmira",10.5150343352601,4.27611832369942
1,"Valle del Cauca","Pradera",6.96090509433962,2.34471698113208
1,"Valle del Cauca","Restrepo",4.6169,3.5955
1,"Valle del Cauca","Riofrio",11.9015,5.572
1,"Valle del Cauca","Roldanillo",6.01654545454546,2.66992672727273
1,"Valle del Cauca","San Pedro",4.32813043478261,1.56217260869565
1,"Valle del Cauca","Sevilla",4.08908647058824,1.30652852941176
1,"Valle del Cauca","Toro",4.00421428571429,2.45264285714286
1,"Valle del Cauca","Trujillo",5.88062851851852,1.95633111111111
1,"Valle del Cauca","Tulua",11.4255367592593,3.54999944444444
1,"Valle del Cauca","Ulloa",4.94569,5.00541025641026
1,"Valle del Cauca","Versalles",10.5375,9.7675
1,"Valle del Cauca","Vijes",4.60216,3.07804
1,"Valle del Cauca","Yotoco",5.20208,4.32508
1,"Valle del Cauca","Yumbo",12.3234234693878,8.34050290816326
1,"Valle del Cauca","Zarzal",3.59332142857143,1.12232142857143
1,"Vaupes","Mitu",22.9585,27.362
1,"Vichada","Cumaribo",3.7556,0.9518
1,"Vichada","La Primavera",1.54575,1.58375
1,"Vichada","Puerto Carreno",2.84332666666667,1.96066333333333
1,"Vichada","Santa Rosalia",0.96325,0.68825
4,"Amazonas","Leticia",0.843857142857143,0.519571428571429
4,"Antioquia","Abejorral",8.65645454545455,8.32654545454545
4,"Antioquia","Abriaqui",19.859,15.9405
4,"Antioquia","Alejandria",8.70866666666667,8.13433333333333
4,"Antioquia","Amaga",7.21881666666667,3.86781666666667
4,"Antioquia","Amalfi",9.23275,5.01075
4,"Antioquia","Andes",4.81146875,3.47453125
4,"Antioquia","Angelopolis",9.016,1.0368
4,"Antioquia","Angostura",6.055,1.89983333333333
4,"Antioquia","Anori",11.2841111111111,7.70033333333333
4,"Antioquia","Anza",6.767,4.13066666666667
4,"Antioquia","Apartado",13.3363333333333,5.07238095238095
4,"Antioquia","Arboletes",5.34233333333333,1.9975
4,"Antioquia","Argelia",6.4184,1.8888
4,"Antioquia","Armenia",16.578,13.932
4,"Antioquia","Barbosa",11.5633097345133,6.92361946902655
4,"Antioquia","Bello",19.4509224025974,5.63183766233766
4,"Antioquia","Belmira",9.9531,1.8715
4,"Antioquia","Betania",3.62366666666667,1.16716666666667
4,"Antioquia","Betulia",5.011,0.8975
4,"Antioquia","Briceno",12.3706666666667,12.849
4,"Antioquia","Buritica",10.58425,9.51216666666667
4,"Antioquia","Caceres",5.20821428571429,2.51564285714286
4,"Antioquia","Caicedo",4.233,2.8962
4,"Antioquia","Caldas",17.6866307692308,7.67543923076923
4,"Antioquia","Campamento",6.942,6.9955
4,"Antioquia","Canasgordas",3.4262,0.6206
4,"Antioquia","Caracoli",8.0875,2.48475
4,"Antioquia","Caramanta",7.47833333333333,4.88833333333333
4,"Antioquia","Carepa",9.88087096774194,6.82038709677419
4,"Antioquia","Carolina",7.9205,5.384
4,"Antioquia","Caucasia",8.9495,3.25987037037037
4,"Antioquia","Chigorodo",9.34294285714286,5.05825714285714
4,"Antioquia","Cisneros",5.26455555555556,0.760444444444444
4,"Antioquia","Ciudad Bolivar",5.104,2.48479166666667
4,"Antioquia","Cocorna",4.0562962962963,2.854
4,"Antioquia","Concepcion",13.907375,3.853875
4,"Antioquia","Concordia",6.347,1.05233333333333
4,"Antioquia","Copacabana",18.0353028301887,11.9176466981132
4,"Antioquia","Dabeiba",7.286875,1.07825
4,"Antioquia","Donmatias",8.5092,3.22924
4,"Antioquia","Ebejico",12.1693076923077,4.12061538461538
4,"Antioquia","El Bagre",5.4528,3.98235
4,"Antioquia","El Carmen de Viboral",12.7543916149068,9.58775155279503
4,"Antioquia","El Santuario",4.62726086956522,2.57139130434783
4,"Antioquia","Entrerrios",5.05156,3.3148
4,"Antioquia","Envigado",29.2947514204545,18.1009360795455
4,"Antioquia","Fredonia",9.31194871794872,2.53702564102564
4,"Antioquia","Frontino",5.01316666666667,0.564
4,"Antioquia","Giraldo",4.6975,6.81325
4,"Antioquia","Girardota",15.5002656862745,12.4953681372549
4,"Antioquia","Gomez Plata",6.46328571428571,1.40714285714286
4,"Antioquia","Granada",6.92583333333333,4.781
4,"Antioquia","Guadalupe",20.8836,1.384
4,"Antioquia","Guarne",17.2203272727273,14.9634778181818
4,"Antioquia","Guatape",6.52373333333333,3.17356666666667
4,"Antioquia","Heliconia",14.2316666666667,13.594
4,"Antioquia","Hispania",3.21233333333333,0.527666666666667
4,"Antioquia","Itagui",27.2763623188406,5.78091304347826
4,"Antioquia","Ituango",9.0895,7.06916666666667
4,"Antioquia","Jardin",6.39100263157894,2.47563157894737
4,"Antioquia","Jerico",8.734625,3.359625
4,"Antioquia","La Ceja",16.0457266129032,10.4930733870968
4,"Antioquia","La Estrella",22.082203125,6.5121875
4,"Antioquia","La Pintada",8.34363636363636,3.22827272727273
4,"Antioquia","La Union",11.2525,10.5243636363636
4,"Antioquia","Liborina",6.29818518518518,5.01348148148148
4,"Antioquia","Maceo",6.40533333333333,2.11822222222222
4,"Antioquia","Marinilla",8.8707684,5.52736
4,"Antioquia","Medellin",23.7050183388158,8.27081027960526
4,"Antioquia","Montebello",16.112,2.455
4,"Antioquia","Mutata",8.354,13.1308571428571
4,"Antioquia","Narino",5.48928571428571,10.54
4,"Antioquia","Nechi",5.0972,0.9538
4,"Antioquia","Necocli",6.92866666666667,1.07275
4,"Antioquia","Olaya",11.7444,6.455
4,"Antioquia","Penol",5.7485352112676,4.1847323943662
4,"Antioquia","Peque",21.744,20.834
4,"Antioquia","Pueblorrico",5.3654,4.9894
4,"Antioquia","Puerto Berrio",8.26089473684211,8.72818684210526
4,"Antioquia","Puerto Nare",9.472,8.17122222222222
4,"Antioquia","Puerto Triunfo",5.11247368421053,1.17331578947368
4,"Antioquia","Remedios",7.25089189189189,8.84462162162162
4,"Antioquia","Retiro",24.4514472972973,20.4161378378378
4,"Antioquia","Rionegro",20.6432961538462,16.332235966736
4,"Antioquia","Sabanalarga",6.947125,3.821125
4,"Antioquia","Sabaneta",26.743,6.47441860465116
4,"Antioquia","Salgar",4.6710625,4.0559375
4,"Antioquia","San Andres de Cuerquia",7.6225,5.981
4,"Antioquia","San Carlos",6.87732142857143,4.05475
4,"Antioquia","San Francisco",3.74923076923077,3.15461538461538
4,"Antioquia","San Jeronimo",6.71682857142857,1.95585714285714
4,"Antioquia","San Jose de la Montana",10.001,0.5494
4,"Antioquia","San Juan de Uraba",12.3012,7.9264
4,"Antioquia","San Luis",7.798625,2.542375
4,"Antioquia","San Pedro de Uraba",8.11557142857143,0.870142857142857
4,"Antioquia","San Pedro de los Milagros",6.16238636363636,1.73484090909091
4,"Antioquia","San Rafael",4.26148387096774,2.82325806451613
4,"Antioquia","San Roque",6.759375,3.16191666666667
4,"Antioquia","San Vicente Ferrer",8.06273033707865,6.6671011235955
4,"Antioquia","Santa Barbara",9.15557894736842,2.33205263157895
4,"Antioquia","Santa Fe de Antioquia",7.46920512820513,2.78828205128205
4,"Antioquia","Santa Rosa de Osos",7.41224489795918,3.64581632653061
4,"Antioquia","Santo Domingo",7.85973333333333,3.80593333333333
4,"Antioquia","Segovia",7.68974074074074,7.66688888888889
4,"Antioquia","Sonson",5.66912903225806,3.10835483870968
4,"Antioquia","Sopetran",7.78068181818182,1.05186363636364
4,"Antioquia","Tamesis",6.73142424242424,1.68175757575758
4,"Antioquia","Taraza",5.122625,0.904875
4,"Antioquia","Tarso",9.41688888888889,1.81833333333333
4,"Antioquia","Titiribi",5.7742,2.4558
4,"Antioquia","Toledo",16.33675,15.107
4,"Antioquia","Turbo",7.79286440677966,2.28345762711864
4,"Antioquia","Uramita",8.468,6.17166666666667
4,"Antioquia","Urrao",3.49476470588235,0.97
4,"Antioquia","Valdivia",7.50945454545455,5.45918181818182
4,"Antioquia","Valparaiso",9.033,2.9462
4,"Antioquia","Vegachi",11.1477833333333,9.42150555555555
4,"Antioquia","Venecia",11.5395,1.6594
4,"Antioquia","Vigia del Fuerte",17.6775,1.5355
4,"Antioquia","Yali",4.092875,3.794625
4,"Antioquia","Yarumal",5.375,3.70510344827586
4,"Antioquia","Yolombo",7.31741666666667,3.73233333333333
4,"Antioquia","Yondo",10.4117142857143,1.15128571428571
4,"Antioquia","Zaragoza",6.72305,5.1425
4,"Arauca","Arauca",4.9282619047619,1.49842857142857
4,"Arauca","Arauquita",2.73342307692308,1.97330769230769
4,"Arauca","Fortul",3.7916,2.874
4,"Arauca","Puerto Rondon",17.9255,16.354
4,"Arauca","Saravena",5.27124615384615,3.34170769230769
4,"Arauca","Tame",5.59112820512821,2.87571794871795
4,"Archipielago de San Andres, Providencia y Santa Catalina","Providencia",0.292,0.322
4,"Archipielago de San Andres, Providencia y Santa Catalina","San Andres",2.52443859649123,2.83612280701754
4,"Atlantico","Baranoa",3.26379166666667,1.64016666666667
4,"Atlantico","Barranquilla",28.190258277027,15.4179402027027
4,"Atlantico","Campo de la Cruz",9.2175,9.8965
4,"Atlantico","Galapa",12.0722432432432,3.9277027027027
4,"Atlantico","Juan de Acosta",8.94547058823529,4.40505882352941
4,"Atlantico","Luruaco",4.4236,3.4258
4,"Atlantico","Malambo",11.7368222222222,5.46719
4,"Atlantico","Manati",4.4985,3.3845
4,"Atlantico","Palmar de Varela",6.133,2.87572727272727
4,"Atlantico","Piojo",11.611,6.23
4,"Atlantico","Polonuevo",13.8605714285714,7.75471428571429
4,"Atlantico","Ponedera",14.1603333333333,4.29066666666667
4,"Atlantico","Puerto Colombia",25.2736282608696,13.4106920289855
4,"Atlantico","Repelon",10.4428333333333,5.19383333333333
4,"Atlantico","Sabanagrande",2.81014285714286,1.54735714285714
4,"Atlantico","Sabanalarga",4.849,3.0646
4,"Atlantico","Santo Tomas",3.410125,2.5915
4,"Atlantico","Soledad",16.0219433962264,4.52803773584906
4,"Atlantico","Suan",3.95828571428571,7.896
4,"Atlantico","Tubara",9.39678571428571,4.29064285714286
4,"Atlantico","Usiacuri",4.072,3.313
4,"Bogota, D.C.","Bogota, D.C.",26.4592479969183,10.6181081664099
4,"Bolivar","Achi",12.986,11.5315
4,"Bolivar","Altos del Rosario",26.7685,22.874
4,"Bolivar","Arenal",3.403,3.53466666666667
4,"Bolivar","Arjona",7.54026777777778,3.23293333333333
4,"Bolivar","Arroyohondo",32.047,33.922
4,"Bolivar","Barranco de Loba",22.2774,14.2782
4,"Bolivar","Calamar",2.83714285714286,3.06985714285714
4,"Bolivar","Cantagallo",4.89142857142857,2.75728571428571
4,"Bolivar","Cartagena de Indias",22.4721159539474,14.7345121710526
4,"Bolivar","Cicuco",9.40577777777778,4.45555555555556
4,"Bolivar","Clemencia",4.585,3.704
4,"Bolivar","Cordoba",18.7618571428571,6.85942857142857
4,"Bolivar","El Carmen de Bolivar",6.64842105263158,3.23021052631579
4,"Bolivar","El Guamo",17.253,33.354
4,"Bolivar","El Penon",8.4168,7.6788
4,"Bolivar","Hatillo de Loba",8.3565,10.195
4,"Bolivar","Magangue",9.87050909090909,3.47823636363636
4,"Bolivar","Mahates",15.18575,1.26375
4,"Bolivar","Margarita",18.9226,15.7018
4,"Bolivar","Maria La Baja",4.53042857142857,1.97857142857143
4,"Bolivar","Mompos",4.638625,4.62379166666667
4,"Bolivar","Montecristo",10.6661428571429,7.07157142857143
4,"Bolivar","Morales",8.69966666666667,9.28733333333333
4,"Bolivar","Norosi",2.647,0.38
4,"Bolivar","Pinillos",21.826,2.58166666666667
4,"Bolivar","Regidor",17.363,17.854
4,"Bolivar","Rio Viejo",25.8165125,22.6873875
4,"Bolivar","San Estanislao",11.6864444444444,4.27722222222222
4,"Bolivar","San Fernando",10.5595,8.51108333333333
4,"Bolivar","San Jacinto",5.78,2.67
4,"Bolivar","San Juan Nepomuceno",8.26836363636364,3.08781818181818
4,"Bolivar","San Martin de Loba",6.4093,4.6937
4,"Bolivar","San Pablo",6.079125,2.66125
4,"Bolivar","Santa Catalina",15.913,13.35
4,"Bolivar","Santa Rosa",4.4828,2.7956
4,"Bolivar","Santa Rosa del Sur",6.59029166666667,5.8825
4,"Bolivar","Simiti",7.953,6.58122222222222
4,"Bolivar","Soplaviento",33.346,6.595
4,"Bolivar","Talaigua Nuevo",12.5567142857143,12.0727142857143
4,"Bolivar","Tiquisio",30.572,1.812
4,"Bolivar","Turbaco",17.8076031746032,4.90949206349206
4,"Bolivar","Turbana",4.49333333333333,3.08577777777778
4,"Bolivar","Villanueva",6.744,10.159
4,"Bolivar","Zambrano",11.24275,9.56075
4,"Boyaca","Almeida",1.3585,0.8625
4,"Boyaca","Aquitania",4.4185,4.12825
4,"Boyaca","Arcabuco",6.13233333333333,0.938333333333333
4,"Boyaca","Belen",8.7035,5.741
4,"Boyaca","Boavita",19.573,10.163
4,"Boyaca","Boyaca",19.757,32.264
4,"Boyaca","Briceno",25.4405,22.9905
4,"Boyaca","Buenavista",38.237,35.233
4,"Boyaca","Busbanza",42.1206666666667,22.9203333333333
4,"Boyaca","Caldas",16.0336666666667,12.884
4,"Boyaca","Campohermoso",29.29,18.764
4,"Boyaca","Cerinza",6.711,2.0405
4,"Boyaca","Chinavita",19.3545,13.4565
4,"Boyaca","Chiquinquira",18.0659327586207,14.1806396551724
4,"Boyaca","Chiquiza",4.58566666666667,3.08666666666667
4,"Boyaca","Chitaraque",3.03125,3.62975
4,"Boyaca","Chivata",11.7905,6.2255
4,"Boyaca","Chivor",27.627,24.7805
4,"Boyaca","Cienega",29.7585,18.9415
4,"Boyaca","Combita",9.61533333333333,6.23254901960784
4,"Boyaca","Coper",19.2505,17.2385
4,"Boyaca","Corrales",22.9766,8.1824
4,"Boyaca","Covarachia",7.04657142857143,5.60857142857143
4,"Boyaca","Cubara",6.81211111111111,2.38988888888889
